Indicator,Year,Values,State,LGA,Months
Measles 2 Dose Coverage (Annualized),2020,10.9,Bauchi,Alkaleri,NA
Measles 2 Dose Coverage (Annualized),2020,6.9,Bauchi,Bauchi,NA
Measles 2 Dose Coverage (Annualized),2020,13.3,Bauchi,Bogoro,NA
Measles 2 Dose Coverage (Annualized),2020,11.7,Bauchi,Dambam,NA
Measles 2 Dose Coverage (Annualized),2020,1.2,Bauchi,Darazo,NA
Measles 2 Dose Coverage (Annualized),2020,26.6,Bauchi,Dass,NA
Measles 2 Dose Coverage (Annualized),2020,13.2,Bauchi,Gamawa,NA
Measles 2 Dose Coverage (Annualized),2020,14.3,Bauchi,Ganjuwa,NA
Measles 2 Dose Coverage (Annualized),2020,15.5,Bauchi,Giade,NA
Measles 2 Dose Coverage (Annualized),2020,7.4,Bauchi,Itas/Gadau,NA
Measles 2 Dose Coverage (Annualized),2020,17.8,Bauchi,Jama'are,NA
Measles 2 Dose Coverage (Annualized),2020,6.5,Bauchi,Katagum,NA
Measles 2 Dose Coverage (Annualized),2020,11.2,Bauchi,Kirfi,NA
Measles 2 Dose Coverage (Annualized),2020,5.9,Bauchi,Misau,NA
Measles 2 Dose Coverage (Annualized),2020,3.9,Bauchi,Ningi,NA
Measles 2 Dose Coverage (Annualized),2020,14.1,Bauchi,Shira,NA
Measles 2 Dose Coverage (Annualized),2020,19.9,Bauchi,Tafawa-Balewa,NA
Measles 2 Dose Coverage (Annualized),2020,8.7,Bauchi,Toro,NA
Measles 2 Dose Coverage (Annualized),2020,16.7,Bauchi,Warji,NA
Measles 2 Dose Coverage (Annualized),2020,9.5,Bauchi,Zaki,NA
Measles 2 Dose Coverage (Annualized),2020,0.49,Benue,Ado,NA
Measles 2 Dose Coverage (Annualized),2020,1.1,Benue,Agatu,NA
Measles 2 Dose Coverage (Annualized),2020,9.8,Benue,Apa,NA
Measles 2 Dose Coverage (Annualized),2020,0.97,Benue,Buruku,NA
Measles 2 Dose Coverage (Annualized),2020,0.64,Benue,Gboko,NA
Measles 2 Dose Coverage (Annualized),2020,2.8,Benue,Guma,NA
Measles 2 Dose Coverage (Annualized),2020,4.2,Benue,Gwer East,NA
Measles 2 Dose Coverage (Annualized),2020,0.54,Benue,Gwer West,NA
Measles 2 Dose Coverage (Annualized),2020,1.2,Benue,Katsina-Ala,NA
Measles 2 Dose Coverage (Annualized),2020,2.4,Benue,Kwande,NA
Measles 2 Dose Coverage (Annualized),2020,3.8,Benue,Logo,NA
Measles 2 Dose Coverage (Annualized),2020,4.9,Benue,Makurdi,NA
Measles 2 Dose Coverage (Annualized),2020,1.1,Benue,Obi,NA
Measles 2 Dose Coverage (Annualized),2020,0.44,Benue,Ogbadibo,NA
Measles 2 Dose Coverage (Annualized),2020,2.1,Benue,Ohimini,NA
Measles 2 Dose Coverage (Annualized),2020,1.1,Benue,Oju,NA
Measles 2 Dose Coverage (Annualized),2020,1,Benue,Okpokwu,NA
Measles 2 Dose Coverage (Annualized),2020,0.59,Benue,Otukpo,NA
Measles 2 Dose Coverage (Annualized),2020,3.8,Benue,Tarka,NA
Measles 2 Dose Coverage (Annualized),2020,0.3,Benue,Ukum,NA
Measles 2 Dose Coverage (Annualized),2020,1.6,Benue,Ushongo,NA
Measles 2 Dose Coverage (Annualized),2020,1.6,Benue,Vandeikya,NA
Measles 2 Dose Coverage (Annualized),2020,6.1,Borno,Askira/Uba,NA
Measles 2 Dose Coverage (Annualized),2020,6.5,Borno,Bama,NA
Measles 2 Dose Coverage (Annualized),2020,13.8,Borno,Bayo,NA
Measles 2 Dose Coverage (Annualized),2020,5.2,Borno,Biu,NA
Measles 2 Dose Coverage (Annualized),2020,6.1,Borno,Chibok,NA
Measles 2 Dose Coverage (Annualized),2020,0.39,Borno,Damboa,NA
Measles 2 Dose Coverage (Annualized),2020,10.1,Borno,Dikwa,NA
Measles 2 Dose Coverage (Annualized),2020,1.5,Borno,Gubio,NA
Measles 2 Dose Coverage (Annualized),2020,9,Borno,Gwoza,NA
Measles 2 Dose Coverage (Annualized),2020,31,Borno,Hawul,NA
Measles 2 Dose Coverage (Annualized),2020,4,Borno,Jere,NA
Measles 2 Dose Coverage (Annualized),2020,7.2,Borno,Kaga,NA
Measles 2 Dose Coverage (Annualized),2020,5,Borno,Kala/Balge,NA
Measles 2 Dose Coverage (Annualized),2020,7.5,Borno,Konduga,NA
Measles 2 Dose Coverage (Annualized),2020,22.7,Borno,Kwaya Kusar,NA
Measles 2 Dose Coverage (Annualized),2020,9.3,Borno,Mafa,NA
Measles 2 Dose Coverage (Annualized),2020,6.5,Borno,Magumeri,NA
Measles 2 Dose Coverage (Annualized),2020,4.3,Borno,Maiduguri,NA
Measles 2 Dose Coverage (Annualized),2020,17.1,Borno,Monguno,NA
Measles 2 Dose Coverage (Annualized),2020,8.6,Borno,Nganzai,NA
Measles 2 Dose Coverage (Annualized),2020,8.3,Borno,Shani,NA
Measles 2 Dose Coverage (Annualized),2020,6.1,Bayelsa,Brass,NA
Measles 2 Dose Coverage (Annualized),2020,11.7,Bayelsa,Ekeremor,NA
Measles 2 Dose Coverage (Annualized),2020,9.4,Bayelsa,Kolokuma/Opokuma,NA
Measles 2 Dose Coverage (Annualized),2020,17.5,Bayelsa,Nembe,NA
Measles 2 Dose Coverage (Annualized),2020,8.3,Bayelsa,Ogbia,NA
Measles 2 Dose Coverage (Annualized),2020,9.6,Bayelsa,Sagbama,NA
Measles 2 Dose Coverage (Annualized),2020,5.8,Bayelsa,Southern Ijaw,NA
Measles 2 Dose Coverage (Annualized),2020,24.8,Bayelsa,Yenagoa,NA
Measles 2 Dose Coverage (Annualized),2020,85.1,Cross River,Abi,NA
Measles 2 Dose Coverage (Annualized),2020,82.1,Cross River,Akamkpa,NA
Measles 2 Dose Coverage (Annualized),2020,21.1,Cross River,Akpabuyo,NA
Measles 2 Dose Coverage (Annualized),2020,30.5,Cross River,Bakassi,NA
Measles 2 Dose Coverage (Annualized),2020,23.2,Cross River,Bekwarra,NA
Measles 2 Dose Coverage (Annualized),2020,39.7,Cross River,Biase,NA
Measles 2 Dose Coverage (Annualized),2020,32.2,Cross River,Boki,NA
Measles 2 Dose Coverage (Annualized),2020,32.3,Cross River,Calabar Municipal,NA
Measles 2 Dose Coverage (Annualized),2020,44.3,Cross River,Calabar South,NA
Measles 2 Dose Coverage (Annualized),2020,17.3,Cross River,Etung,NA
Measles 2 Dose Coverage (Annualized),2020,17.5,Cross River,Ikom,NA
Measles 2 Dose Coverage (Annualized),2020,13.4,Cross River,Obanliku,NA
Measles 2 Dose Coverage (Annualized),2020,11.2,Cross River,Obubra,NA
Measles 2 Dose Coverage (Annualized),2020,52.6,Cross River,Obudu,NA
Measles 2 Dose Coverage (Annualized),2020,30,Cross River,Odukpani,NA
Measles 2 Dose Coverage (Annualized),2020,38.8,Cross River,Ogoja,NA
Measles 2 Dose Coverage (Annualized),2020,24.6,Cross River,Yakurr,NA
Measles 2 Dose Coverage (Annualized),2020,23.2,Cross River,Yala,NA
Measles 2 Dose Coverage (Annualized),2020,30,Delta,Aniocha North,NA
Measles 2 Dose Coverage (Annualized),2020,29.2,Delta,Aniocha South,NA
Measles 2 Dose Coverage (Annualized),2020,53.1,Delta,Bomadi,NA
Measles 2 Dose Coverage (Annualized),2020,25.2,Delta,Burutu,NA
Measles 2 Dose Coverage (Annualized),2020,29,Delta,Ethiope East,NA
Measles 2 Dose Coverage (Annualized),2020,33.3,Delta,Ethiope West,NA
Measles 2 Dose Coverage (Annualized),2020,24.4,Delta,Ika North East,NA
Measles 2 Dose Coverage (Annualized),2020,41.8,Delta,Ika South,NA
Measles 2 Dose Coverage (Annualized),2020,41.6,Delta,Isoko North,NA
Measles 2 Dose Coverage (Annualized),2020,46.5,Delta,Isoko South,NA
Measles 2 Dose Coverage (Annualized),2020,18.2,Delta,Ndokwa East,NA
Measles 2 Dose Coverage (Annualized),2020,17.1,Delta,Ndokwa West,NA
Measles 2 Dose Coverage (Annualized),2020,33.8,Delta,Okpe,NA
Measles 2 Dose Coverage (Annualized),2020,27.4,Delta,Oshimili North,NA
Measles 2 Dose Coverage (Annualized),2020,43.5,Delta,Oshimili South,NA
Measles 2 Dose Coverage (Annualized),2020,16.8,Delta,Patani,NA
Measles 2 Dose Coverage (Annualized),2020,26.3,Delta,Sapele,NA
Measles 2 Dose Coverage (Annualized),2020,43.7,Delta,Udu,NA
Measles 2 Dose Coverage (Annualized),2020,29,Delta,Ughelli North,NA
Measles 2 Dose Coverage (Annualized),2020,25.4,Delta,Ughelli South,NA
Measles 2 Dose Coverage (Annualized),2020,12.8,Delta,Ukwuani,NA
Measles 2 Dose Coverage (Annualized),2020,60.8,Delta,Uvwie,NA
Measles 2 Dose Coverage (Annualized),2020,36.2,Delta,Warri North,NA
Measles 2 Dose Coverage (Annualized),2020,21.3,Delta,Warri South,NA
Measles 2 Dose Coverage (Annualized),2020,61.6,Delta,Warri South West,NA
Measles 2 Dose Coverage (Annualized),2020,31.2,Ebonyi,Abakaliki,NA
Measles 2 Dose Coverage (Annualized),2020,13.4,Ebonyi,Afikpo North,NA
Measles 2 Dose Coverage (Annualized),2020,41.4,Ebonyi,Afikpo South,NA
Measles 2 Dose Coverage (Annualized),2020,42.6,Ebonyi,Ebonyi,NA
Measles 2 Dose Coverage (Annualized),2020,18.7,Ebonyi,Ezza North,NA
Measles 2 Dose Coverage (Annualized),2020,18.7,Ebonyi,Ezza South,NA
Measles 2 Dose Coverage (Annualized),2020,6,Ebonyi,Ikwo,NA
Measles 2 Dose Coverage (Annualized),2020,8.4,Ebonyi,Ishielu,NA
Measles 2 Dose Coverage (Annualized),2020,12,Ebonyi,Ivo,NA
Measles 2 Dose Coverage (Annualized),2020,19.3,Ebonyi,Izzi,NA
Measles 2 Dose Coverage (Annualized),2020,31.5,Ebonyi,Ohaozara,NA
Measles 2 Dose Coverage (Annualized),2020,17.5,Ebonyi,Ohaukwu,NA
Measles 2 Dose Coverage (Annualized),2020,19.4,Ebonyi,Onicha,NA
Measles 2 Dose Coverage (Annualized),2020,25.9,Edo,Akoko-Edo,NA
Measles 2 Dose Coverage (Annualized),2020,18.6,Edo,Egor,NA
Measles 2 Dose Coverage (Annualized),2020,20.8,Edo,Esan Central,NA
Measles 2 Dose Coverage (Annualized),2020,17.3,Edo,Esan North-East,NA
Measles 2 Dose Coverage (Annualized),2020,27.4,Edo,Esan South-East,NA
Measles 2 Dose Coverage (Annualized),2020,16.2,Edo,Esan West,NA
Measles 2 Dose Coverage (Annualized),2020,30.9,Edo,Etsako Central,NA
Measles 2 Dose Coverage (Annualized),2020,16,Edo,Etsako East,NA
Measles 2 Dose Coverage (Annualized),2020,15.6,Edo,Etsako West,NA
Measles 2 Dose Coverage (Annualized),2020,9.3,Edo,Igueben,NA
Measles 2 Dose Coverage (Annualized),2020,26.5,Edo,Ikpoba-Okha,NA
Measles 2 Dose Coverage (Annualized),2020,20,Edo,Oredo,NA
Measles 2 Dose Coverage (Annualized),2020,5.5,Edo,Orhionmwon,NA
Measles 2 Dose Coverage (Annualized),2020,16.6,Edo,Ovia North-East,NA
Measles 2 Dose Coverage (Annualized),2020,13.5,Edo,Ovia South-West,NA
Measles 2 Dose Coverage (Annualized),2020,12.6,Edo,Owan East,NA
Measles 2 Dose Coverage (Annualized),2020,9.4,Edo,Owan West,NA
Measles 2 Dose Coverage (Annualized),2020,23.1,Edo,Uhunmwonde,NA
Measles 2 Dose Coverage (Annualized),2020,46.9,Ekiti,Ado Ekiti,NA
Measles 2 Dose Coverage (Annualized),2020,15.8,Ekiti,Aiyekire (Gbonyin),NA
Measles 2 Dose Coverage (Annualized),2020,47.7,Ekiti,Efon,NA
Measles 2 Dose Coverage (Annualized),2020,27.9,Ekiti,Ekiti East,NA
Measles 2 Dose Coverage (Annualized),2020,24.9,Ekiti,Ekiti South West,NA
Measles 2 Dose Coverage (Annualized),2020,17.8,Ekiti,Ekiti West,NA
Measles 2 Dose Coverage (Annualized),2020,30.6,Ekiti,Emure,NA
Measles 2 Dose Coverage (Annualized),2020,38.4,Ekiti,Ido-Osi,NA
Measles 2 Dose Coverage (Annualized),2020,35,Ekiti,Ijero,NA
Measles 2 Dose Coverage (Annualized),2020,23.5,Ekiti,Ikere,NA
Measles 2 Dose Coverage (Annualized),2020,11.2,Ekiti,Ikole,NA
Measles 2 Dose Coverage (Annualized),2020,11.8,Ekiti,Ilejemeje,NA
Measles 2 Dose Coverage (Annualized),2020,30.1,Ekiti,Irepodun/Ifelodun,NA
Measles 2 Dose Coverage (Annualized),2020,40.2,Ekiti,Ise/Orun,NA
Measles 2 Dose Coverage (Annualized),2020,28.8,Ekiti,Moba,NA
Measles 2 Dose Coverage (Annualized),2020,19.6,Ekiti,Oye,NA
Measles 2 Dose Coverage (Annualized),2020,5.4,Enugu,Aninri,NA
Measles 2 Dose Coverage (Annualized),2020,17,Enugu,Awgu,NA
Measles 2 Dose Coverage (Annualized),2020,29.2,Enugu,Enugu East,NA
Measles 2 Dose Coverage (Annualized),2020,34.4,Enugu,Enugu North,NA
Measles 2 Dose Coverage (Annualized),2020,20.1,Enugu,Enugu South,NA
Measles 2 Dose Coverage (Annualized),2020,28.7,Enugu,Ezeagu,NA
Measles 2 Dose Coverage (Annualized),2020,51.3,Enugu,Igbo-Etiti,NA
Measles 2 Dose Coverage (Annualized),2020,11.5,Enugu,Igbo-Eze North,NA
Measles 2 Dose Coverage (Annualized),2020,21.2,Enugu,Igbo-Eze South,NA
Measles 2 Dose Coverage (Annualized),2020,11.9,Enugu,Isi-Uzo,NA
Measles 2 Dose Coverage (Annualized),2020,13.5,Enugu,Nkanu East,NA
Measles 2 Dose Coverage (Annualized),2020,19.6,Enugu,Nkanu West,NA
Measles 2 Dose Coverage (Annualized),2020,17.7,Enugu,Nsukka,NA
Measles 2 Dose Coverage (Annualized),2020,9.2,Enugu,Oji River,NA
Measles 2 Dose Coverage (Annualized),2020,21.6,Enugu,Udenu,NA
Measles 2 Dose Coverage (Annualized),2020,10.8,Enugu,Udi,NA
Measles 2 Dose Coverage (Annualized),2020,12.5,Enugu,Uzo-Uwani,NA
Measles 2 Dose Coverage (Annualized),2020,60.9,Federal Capital Territory,Abaji,NA
Measles 2 Dose Coverage (Annualized),2020,18.5,Federal Capital Territory,Abuja Municipal,NA
Measles 2 Dose Coverage (Annualized),2020,22.7,Federal Capital Territory,Bwari,NA
Measles 2 Dose Coverage (Annualized),2020,14.5,Federal Capital Territory,Gwagwalada,NA
Measles 2 Dose Coverage (Annualized),2020,31,Federal Capital Territory,Kuje,NA
Measles 2 Dose Coverage (Annualized),2020,26.6,Federal Capital Territory,Kwali,NA
Measles 2 Dose Coverage (Annualized),2020,3.6,Gombe,Akko,NA
Measles 2 Dose Coverage (Annualized),2020,20.9,Gombe,Balanga,NA
Measles 2 Dose Coverage (Annualized),2020,19,Gombe,Billiri,NA
Measles 2 Dose Coverage (Annualized),2020,29.4,Gombe,Dukku,NA
Measles 2 Dose Coverage (Annualized),2020,18.1,Gombe,Funakaye,NA
Measles 2 Dose Coverage (Annualized),2020,24,Gombe,Gombe,NA
Measles 2 Dose Coverage (Annualized),2020,32.7,Gombe,Kaltungo,NA
Measles 2 Dose Coverage (Annualized),2020,9.3,Gombe,Kwami,NA
Measles 2 Dose Coverage (Annualized),2020,10.9,Gombe,Nafada,NA
Measles 2 Dose Coverage (Annualized),2020,27.8,Gombe,Shongom,NA
Measles 2 Dose Coverage (Annualized),2020,23.9,Gombe,Yamaltu/Deba,NA
Measles 2 Dose Coverage (Annualized),2020,12.3,Imo,Aboh-Mbaise,NA
Measles 2 Dose Coverage (Annualized),2020,11.5,Imo,Ahiazu-Mbaise,NA
Measles 2 Dose Coverage (Annualized),2020,11.2,Imo,Ehime-Mbano,NA
Measles 2 Dose Coverage (Annualized),2020,20.1,Imo,Ezinihitte-Mbaise,NA
Measles 2 Dose Coverage (Annualized),2020,18.2,Imo,Ideato North,NA
Measles 2 Dose Coverage (Annualized),2020,11.9,Imo,Ideato South,NA
Measles 2 Dose Coverage (Annualized),2020,43.2,Imo,Ihitte/Uboma,NA
Measles 2 Dose Coverage (Annualized),2020,53.3,Imo,Ikeduru,NA
Measles 2 Dose Coverage (Annualized),2020,7.8,Imo,Isiala Mbano,NA
Measles 2 Dose Coverage (Annualized),2020,9.1,Imo,Isu,NA
Measles 2 Dose Coverage (Annualized),2020,10.3,Imo,Mbaitoli,NA
Measles 2 Dose Coverage (Annualized),2020,2.3,Imo,Ngor-Okpala,NA
Measles 2 Dose Coverage (Annualized),2020,14.9,Imo,Njaba,NA
Measles 2 Dose Coverage (Annualized),2020,33.8,Imo,Nkwerre,NA
Measles 2 Dose Coverage (Annualized),2020,9.9,Imo,Nwangele,NA
Measles 2 Dose Coverage (Annualized),2020,27.7,Imo,Obowo,NA
Measles 2 Dose Coverage (Annualized),2020,10.1,Imo,Oguta,NA
Measles 2 Dose Coverage (Annualized),2020,22.6,Imo,Ohaji/Egbema,NA
Measles 2 Dose Coverage (Annualized),2020,17.2,Imo,Okigwe,NA
Measles 2 Dose Coverage (Annualized),2020,7.9,Imo,Onuimo,NA
Measles 2 Dose Coverage (Annualized),2020,14.3,Imo,Orlu,NA
Measles 2 Dose Coverage (Annualized),2020,10.7,Imo,Orsu,NA
Measles 2 Dose Coverage (Annualized),2020,14,Imo,Oru East,NA
Measles 2 Dose Coverage (Annualized),2020,18.2,Imo,Oru West,NA
Measles 2 Dose Coverage (Annualized),2020,43.7,Imo,Owerri Municipal,NA
Measles 2 Dose Coverage (Annualized),2020,32.7,Imo,Owerri North,NA
Measles 2 Dose Coverage (Annualized),2020,28.1,Imo,Owerri West,NA
Measles 2 Dose Coverage (Annualized),2020,5.4,Jigawa,Auyo,NA
Measles 2 Dose Coverage (Annualized),2020,9,Jigawa,Babura,NA
Measles 2 Dose Coverage (Annualized),2020,11.4,Jigawa,Birnin Kudu,NA
Measles 2 Dose Coverage (Annualized),2020,16,Jigawa,Birniwa,NA
Measles 2 Dose Coverage (Annualized),2020,16,Jigawa,Buji,NA
Measles 2 Dose Coverage (Annualized),2020,14.2,Jigawa,Dutse,NA
Measles 2 Dose Coverage (Annualized),2020,26,Jigawa,Gagarawa,NA
Measles 2 Dose Coverage (Annualized),2020,12.3,Jigawa,Garki,NA
Measles 2 Dose Coverage (Annualized),2020,8.3,Jigawa,Gumel,NA
Measles 2 Dose Coverage (Annualized),2020,10.3,Jigawa,Guri,NA
Measles 2 Dose Coverage (Annualized),2020,10.9,Jigawa,Gwaram,NA
Measles 2 Dose Coverage (Annualized),2020,18,Jigawa,Gwiwa,NA
Measles 2 Dose Coverage (Annualized),2020,13.5,Jigawa,Hadejia,NA
Measles 2 Dose Coverage (Annualized),2020,13.2,Jigawa,Jahun,NA
Measles 2 Dose Coverage (Annualized),2020,7.2,Jigawa,Kafin Hausa,NA
Measles 2 Dose Coverage (Annualized),2020,7.7,Jigawa,Kaugama,NA
Measles 2 Dose Coverage (Annualized),2020,10.5,Jigawa,Kazaure,NA
Measles 2 Dose Coverage (Annualized),2020,5.1,Jigawa,Kiri Kasamma,NA
Measles 2 Dose Coverage (Annualized),2020,9.3,Jigawa,Kiyawa,NA
Measles 2 Dose Coverage (Annualized),2020,4.3,Jigawa,Maigatari,NA
Measles 2 Dose Coverage (Annualized),2020,19.6,Jigawa,Malam Madori,NA
Measles 2 Dose Coverage (Annualized),2020,11.7,Jigawa,Miga,NA
Measles 2 Dose Coverage (Annualized),2020,13,Jigawa,Ringim,NA
Measles 2 Dose Coverage (Annualized),2020,22.8,Jigawa,Roni,NA
Measles 2 Dose Coverage (Annualized),2020,15.2,Jigawa,Sule-Tankarkar,NA
Measles 2 Dose Coverage (Annualized),2020,3.2,Jigawa,Taura,NA
Measles 2 Dose Coverage (Annualized),2020,16.5,Jigawa,Yankwashi,NA
Measles 2 Dose Coverage (Annualized),2020,22,Kaduna,Birnin Gwari,NA
Measles 2 Dose Coverage (Annualized),2020,14.1,Kaduna,Chikun,NA
Measles 2 Dose Coverage (Annualized),2020,13.9,Kaduna,Giwa,NA
Measles 2 Dose Coverage (Annualized),2020,20.2,Kaduna,Igabi,NA
Measles 2 Dose Coverage (Annualized),2020,40.2,Kaduna,Ikara,NA
Measles 2 Dose Coverage (Annualized),2020,52.4,Kaduna,Jaba,NA
Measles 2 Dose Coverage (Annualized),2020,32.9,Kaduna,Jema'a,NA
Measles 2 Dose Coverage (Annualized),2020,23.6,Kaduna,Kachia,NA
Measles 2 Dose Coverage (Annualized),2020,7.2,Kaduna,Kaduna North,NA
Measles 2 Dose Coverage (Annualized),2020,7.6,Kaduna,Kaduna South,NA
Measles 2 Dose Coverage (Annualized),2020,19.9,Kaduna,Kagarko,NA
Measles 2 Dose Coverage (Annualized),2020,18.4,Kaduna,Kajuru,NA
Measles 2 Dose Coverage (Annualized),2020,20.7,Kaduna,Kauru,NA
Measles 2 Dose Coverage (Annualized),2020,17,Kaduna,Kubau,NA
Measles 2 Dose Coverage (Annualized),2020,22.5,Kaduna,Kudan,NA
Measles 2 Dose Coverage (Annualized),2020,28.3,Kaduna,Lere,NA
Measles 2 Dose Coverage (Annualized),2020,59.5,Kaduna,Makarfi,NA
Measles 2 Dose Coverage (Annualized),2020,43.8,Kaduna,Sabon Gari,NA
Measles 2 Dose Coverage (Annualized),2020,18.9,Kaduna,Sanga,NA
Measles 2 Dose Coverage (Annualized),2020,19,Kaduna,Soba,NA
Measles 2 Dose Coverage (Annualized),2020,67.5,Kaduna,Zangon Kataf,NA
Measles 2 Dose Coverage (Annualized),2020,9.4,Kaduna,Zaria,NA
Measles 2 Dose Coverage (Annualized),2020,15.5,Kebbi,Aleiro,NA
Measles 2 Dose Coverage (Annualized),2020,8.2,Kebbi,Arewa,NA
Measles 2 Dose Coverage (Annualized),2020,16.8,Kebbi,Argungu,NA
Measles 2 Dose Coverage (Annualized),2020,13.5,Kebbi,Augie,NA
Measles 2 Dose Coverage (Annualized),2020,0.68,Kebbi,Bagudo,NA
Measles 2 Dose Coverage (Annualized),2020,4.1,Kebbi,Birnin Kebbi,NA
Measles 2 Dose Coverage (Annualized),2020,19.2,Kebbi,Bunza,NA
Measles 2 Dose Coverage (Annualized),2020,0.12,Kebbi,Dandi,NA
Measles 2 Dose Coverage (Annualized),2020,16.9,Kebbi,Danko/Wasagu,NA
Measles 2 Dose Coverage (Annualized),2020,20.5,Kebbi,Fakai,NA
Measles 2 Dose Coverage (Annualized),2020,16.4,Kebbi,Gwandu,NA
Measles 2 Dose Coverage (Annualized),2020,12.7,Kebbi,Jega,NA
Measles 2 Dose Coverage (Annualized),2020,14.8,Kebbi,Kalgo,NA
Measles 2 Dose Coverage (Annualized),2020,14.5,Kebbi,Koko/Besse,NA
Measles 2 Dose Coverage (Annualized),2020,0.19,Kebbi,Maiyama,NA
Measles 2 Dose Coverage (Annualized),2020,39,Kebbi,Ngaski,NA
Measles 2 Dose Coverage (Annualized),2020,14.9,Kebbi,Sakaba,NA
Measles 2 Dose Coverage (Annualized),2020,18.3,Kebbi,Shanga,NA
Measles 2 Dose Coverage (Annualized),2020,11.7,Kebbi,Suru,NA
Measles 2 Dose Coverage (Annualized),2020,18.1,Kebbi,Yauri,NA
Measles 2 Dose Coverage (Annualized),2020,39.2,Kebbi,Zuru,NA
Measles 2 Dose Coverage (Annualized),2020,12.9,Kano,Ajingi,NA
Measles 2 Dose Coverage (Annualized),2020,8.8,Kano,Albasu,NA
Measles 2 Dose Coverage (Annualized),2020,10.6,Kano,Bagwai,NA
Measles 2 Dose Coverage (Annualized),2020,15.6,Kano,Bebeji,NA
Measles 2 Dose Coverage (Annualized),2020,11.3,Kano,Bichi,NA
Measles 2 Dose Coverage (Annualized),2020,6.6,Kano,Bunkure,NA
Measles 2 Dose Coverage (Annualized),2020,9.5,Kano,Dala,NA
Measles 2 Dose Coverage (Annualized),2020,10.1,Kano,Danbatta,NA
Measles 2 Dose Coverage (Annualized),2020,7.7,Kano,Dawakin Kudu,NA
Measles 2 Dose Coverage (Annualized),2020,10.6,Kano,Dawakin Tofa,NA
Measles 2 Dose Coverage (Annualized),2020,19.2,Kano,Doguwa,NA
Measles 2 Dose Coverage (Annualized),2020,12.5,Kano,Fagge,NA
Measles 2 Dose Coverage (Annualized),2020,2.5,Kano,Gabasawa,NA
Measles 2 Dose Coverage (Annualized),2020,8.9,Kano,Garko,NA
Measles 2 Dose Coverage (Annualized),2020,32.5,Kano,Garum Mallam,NA
Measles 2 Dose Coverage (Annualized),2020,14.5,Kano,Gaya,NA
Measles 2 Dose Coverage (Annualized),2020,6.6,Kano,Gezawa,NA
Measles 2 Dose Coverage (Annualized),2020,5.9,Kano,Gwale,NA
Measles 2 Dose Coverage (Annualized),2020,10.1,Kano,Gwarzo,NA
Measles 2 Dose Coverage (Annualized),2020,10.5,Kano,Kabo,NA
Measles 2 Dose Coverage (Annualized),2020,5.6,Kano,Kano Municipal,NA
Measles 2 Dose Coverage (Annualized),2020,8.9,Kano,Karaye,NA
Measles 2 Dose Coverage (Annualized),2020,11.3,Kano,Kibiya,NA
Measles 2 Dose Coverage (Annualized),2020,5.9,Kano,Kiru,NA
Measles 2 Dose Coverage (Annualized),2020,7.8,Kano,Kumbotso,NA
Measles 2 Dose Coverage (Annualized),2020,17.4,Kano,Kunchi,NA
Measles 2 Dose Coverage (Annualized),2020,18.1,Kano,Kura,NA
Measles 2 Dose Coverage (Annualized),2020,28.4,Kano,Madobi,NA
Measles 2 Dose Coverage (Annualized),2020,10.5,Kano,Makoda,NA
Measles 2 Dose Coverage (Annualized),2020,5.6,Kano,Minjibir,NA
Measles 2 Dose Coverage (Annualized),2020,3.9,Kano,Nasarawa,NA
Measles 2 Dose Coverage (Annualized),2020,5.7,Kano,Rano,NA
Measles 2 Dose Coverage (Annualized),2020,11.6,Kano,Rimin Gado,NA
Measles 2 Dose Coverage (Annualized),2020,4.9,Kano,Rogo,NA
Measles 2 Dose Coverage (Annualized),2020,14.1,Kano,Shanono,NA
Measles 2 Dose Coverage (Annualized),2020,11.6,Kano,Sumaila,NA
Measles 2 Dose Coverage (Annualized),2020,9.2,Kano,Takai,NA
Measles 2 Dose Coverage (Annualized),2020,40.8,Kano,Tarauni,NA
Measles 2 Dose Coverage (Annualized),2020,9.5,Kano,Tofa,NA
Measles 2 Dose Coverage (Annualized),2020,5.3,Kano,Tsanyawa,NA
Measles 2 Dose Coverage (Annualized),2020,5.5,Kano,Tudun Wada,NA
Measles 2 Dose Coverage (Annualized),2020,7.7,Kano,Ungogo,NA
Measles 2 Dose Coverage (Annualized),2020,12.9,Kano,Warawa,NA
Measles 2 Dose Coverage (Annualized),2020,17.4,Kano,Wudil,NA
Measles 2 Dose Coverage (Annualized),2020,1.1,Kogi,Adavi,NA
Measles 2 Dose Coverage (Annualized),2020,0.73,Kogi,Ajaokuta,NA
Measles 2 Dose Coverage (Annualized),2020,0.18,Kogi,Ankpa,NA
Measles 2 Dose Coverage (Annualized),2020,0.11,Kogi,Bassa,NA
Measles 2 Dose Coverage (Annualized),2020,0.51,Kogi,Dekina,NA
Measles 2 Dose Coverage (Annualized),2020,1.1,Kogi,Ibaji,NA
Measles 2 Dose Coverage (Annualized),2020,5.7,Kogi,Idah,NA
Measles 2 Dose Coverage (Annualized),2020,2.8,Kogi,Igalamela-Odolu,NA
Measles 2 Dose Coverage (Annualized),2020,0.45,Kogi,Ijumu,NA
Measles 2 Dose Coverage (Annualized),2020,1.5,Kogi,Kabba/Bunu,NA
Measles 2 Dose Coverage (Annualized),2020,0.1,Kogi,Kogi,NA
Measles 2 Dose Coverage (Annualized),2020,3.6,Kogi,Lokoja,NA
